"Numero de trabajo","Oficina","Descripcion","Fecha","Tiempo de mantenimiento","Numero orden pago","Pagado en caja","Pagado con traspaso de cuenta","Equipos propios"
"4750","Lab. de Computo","Hardware","4/5/2021","2","S/N","","","0"
"4751","Lab. de Computo","Hardware","4/5/2021","1","S/N","","","0"
"4752","Lab. de Computo","Hardware","4/6/2021","3","S/N","","","0"
"4753","Lab. de Computo","Hardware","4/6/2021","1","S/N","","","0"
"4754","Lab. de Computo","Hardware","4/6/2021","1","S/N","","","0"
"4755","Lab. de Computo","Hardware","4/6/2021","1","S/N","","","0"
"4756","Lab. de Computo","Hardware","4/6/2021","3","S/N","","","0"
"4757","Lab. de Computo","Hardware","4/7/2021","2","S/N","","","0"
"4758","Lab. de Computo","Hardware","4/7/2021","1","S/N","","","0"
"4759","Lab. de Computo","Hardware","4/7/2021","1","S/N","","","0"
"4760","Lab. de Computo","Hardware","4/7/2021","1","S/N","","","0"
"4761","Lab. de Computo","Hardware","4/8/2021","1","S/N","","","0"
"4762","Lab. de Computo","Hardware","4/8/2021","1","S/N","","","0"
"4763","Lab. de Computo","Hardware","4/8/2021","1","S/N","","","0"
"4764","Lab. de Computo","Hardware","4/8/2021","2","S/N","","","0"
"4765","Lab. de Computo","Hardware","4/9/2021","2","S/N","","","0"
"4766","Lab. de Computo","Hardware","4/9/2021","1","S/N","","","0"
"4767","Lab. de Computo","Hardware","4/9/2021","3","S/N","","","0"
"4768","Lab. de Computo","Hardware","4/9/2021","1","S/N","","","0"
"4769","Externo","Hardware","4/9/2021","2","15687","120","",""
"4770","Externo","Software","4/8/2021","1","15686","10","",""
"4771","Lab. de Desarrollo de Software","Hardware","4/9/2021","1","S/N","","","0"
"4772","Externo","Hardware","4/12/2021","1","15690","15","",""
"4773","Lab. de Computo","Hardware","4/12/2021","1","S/N","","","0"
"4774","Lab. de Computo","Hardware","4/12/2021","1","S/N","","","0"
"4775","Lab. de Computo","Hardware","4/13/2021","1","S/N","","","0"
"4776","Lab. de Computo","Hardware","4/13/2021","1","S/N","","","0"
"4777","Lab. de Computo","Hardware","4/13/2021","1","S/N","","","0"
"4778","Lab. de Computo","Hardware","4/13/2021","1","S/N","","","0"
"4779","Lab. de Computo","Hardware","4/13/2021","2","S/N","","","0"
"4780","Centro de Alimentos","Hardware","4/12/2021","3","15689","","50",""
"4781","Externo","Software","4/12/2021","1","15688","10","",""
"4782","Centro de Alimentos","Hardware","4/12/2021","1","15691","","50",""
"4783","Lab. de Computo","Hardware","4/14/2021","1","S/N","","","0"
"4784","Lab. de Computo","Hardware","4/14/2021","2","S/N","","","0"
"4785","Lab. de Computo","Hardware","4/14/2021","1","S/N","","","0"
"4786","Lab. de Computo","Hardware","4/14/2021","1","S/N","","","0"
"4787","Lab. de Computo","Hardware","4/15/2021","1","S/N","","","0"
"4788","Lab. de Computo","Hardware","4/15/2021","1","S/N","","","0"
"4789","Lab. de Computo","Hardware","4/15/2021","1","S/N","","","0"
"4790","Lab. de Computo","Hardware","4/15/2021","1","S/N","","","0"
"4791","Lab. de Computo","Hardware","4/14/2021","1","S/N","","","0"
"4792","Externo","Software","4/15/2021","3","15692","10","",""
"4793","Centro de Alimentos","Software","4/15/2021","1","15693","15","",""
"4794","Depto. de Quimica","Hardware","4/19/2021","3","15694","","70",""
"4795","Lab. de Computo","Hardware","4/16/2021","1","S/N","","","0"
"4796","Lab. de Computo","Hardware","4/16/2021","1","S/N","","","0"
"4797","Lab. de Computo","Hardware","4/16/2021","1","S/N","","","0"
"4798","Lab. de Computo","Hardware","4/16/2021","1","S/N","","","0"
"4799","Externo","Hardware","4/19/2021","1","15695","15","",""
"4800","Depto. de Quimica","Hardware","4/19/2021","3","15697","","100",""
"4801","Externo","Hardware","4/20/2021","1","15696","60","",""
"4802","Lab. de Computo","Hardware","4/21/2021","1","S/N","","","0"
"4803","Lab. de Computo","Hardware","4/21/2021","2","S/N","","","0"
"4804","Lab. de Computo","Hardware","4/21/2021","1","S/N","","","0"
"4805","Lab. de Computo","Hardware","4/21/2021","1","S/N","","","0"
"4806","Lab. de Computo","Hardware","4/21/2021","1","S/N","","","0"
"4807","Externo","Software","6/17/2021","1","17364","30","",""
"4808","Lab. de Computo","Hardware","4/22/2021","1","S/N","","","0"
"4809","Lab. de Computo","Hardware","4/22/2021","1","S/N","","","0"
"4810","Lab. de Computo","Hardware","4/22/2021","1","S/N","","","0"
"4811","Lab. de Computo","Hardware","4/22/2021","1","S/N","","","0"
"4812","PDTF","Hardware","4/23/2021","1","15698","","35",""
"4813","Centro de Alimentos","Hardware","4/23/2021","1","15699","","50",""
"4814","Lab. de Computo","Hardware","4/26/2021","1","S/N","","","0"
"4815","Lab. de Computo","Hardware","4/26/2021","1","S/N","","","0"
"4816","Lab. de Computo","Hardware","4/26/2021","3","S/N","","","0"
"4817","Lab. de Computo","Hardware","4/26/2021","3","S/N","","","0"
"4818","Lab. de Computo","Hardware","4/26/2021","1","S/N","","","0"
"4819","Lab. de Computo","Hardware","4/26/2021","1","S/N","","","0"
"4820","Lab. de Computo","Hardware","4/28/2021","1","S/N","","","0"
"4821","Lab. de Computo","Hardware","4/28/2021","1","S/N","","","0"
"4822","Lab. de Computo","Hardware","4/28/2021","1","S/N","","","0"
"4823","Lab. de Computo","Hardware","4/28/2021","1","S/N","","","0"
"4824","Externo","Software","4/27/2021","1","15700","10","",""
"4825","Carrera Ingenieria Civil","Hardware","5/5/2021","1","17355","","10",""
"4826","Carrera Ingenieria Civil","Hardware","5/5/2021","1","17355","","10",""
"4827","Carrera Ingenieria Civil","Hardware","5/5/2021","1","17355","","10",""
"4828","Lab. de Computo","Hardware","5/6/2021","3","S/N","","","0"
"4829","Lab. de Computo","Hardware","5/6/2021","1","S/N","","","0"
"4830","Lab. de Computo","Hardware","5/6/2021","1","S/N","","","0"
"4831","Lab. de Computo","Hardware","5/6/2021","1","S/N","","","0"
"4832","Dpto. de Fisica","Software","5/3/2021","3","17354","","50",""
"4833","Instituto de Investigacion","Hardware","5/4/2021","1","17353","","35",""
"4834","Externo","Software","4/30/2021","1","17352","10","",""
"4835","Externo","Software","5/6/2021","1","17357","10","",""
"4836","Oficina Educativa","Hardware","5/6/2021","1","17356","","10",""
"4837","Administracion de Laboratorios ","Hardware","5/6/2021","2","S/N","","","0"
"4838","Centro de Alimentos","Hardware","8/31/2021","1","18119","","20",""
"4839","Lab. de Computo","Hardware","5/10/2021","1","S/N","","","0"
"4840","Externo","Software","5/11/2021","1","17358","10","",""
"4841","Lab. de Computo","Hardware","5/14/2021","1","S/N","","","0"
"4842","Lab. de Computo","Hardware","5/12/2021","1","S/N","","","0"
"4843","Externo","Software","5/14/2021","1","17359","10","",""
"4844","Lab. de Computo","Hardware","5/14/2021","1","S/N","","","0"
"4845","Lab. de Computo","Hardware","5/14/2021","3","S/N","","","0"
"4846","Carrera Biologia","Hardware","5/18/2021","1","17361","","10",""
"4847","Lab. de Computo","Hardware","5/20/2021","1","S/N","","","0"
"4848","Instituto de Investigacion","Hardware","5/19/2021","1","17362","","65",""
"4849","Instituto de Investigacion","Software","5/20/2021","1","17360","","10",""
"4850","Direccion de Carrera","Hardware","6/16/2021","1","S/N","","","0"
"4851","Secretaria Administrativa","Hardware","6/15/2021","1","17365","","40",""
"4852","Lab. de Computo","Hardware","6/18/2021","1","S/N","","","0"
"4853","CEIA","Hardware","6/15/2021","1","17366","","260",""
"4854","Dpto. de Fisica","Software","6/17/2021","1","17367","","60",""
"4855","Bienes e Inventarios (Externo)","Hardware","6/23/2021","1","17370","","40",""
"4856","Externo","Hardware","6/18/2021","1","17368","120","",""
"4857","Agroquimico CTA","Software","6/22/2021","1","17369","","70",""
"4858","Lab. de Computo","Hardware","6/18/2021","1","S/N","","","0"
"4859","Lab. de Computo","Hardware","6/18/2021","1","S/N","","","0"
"4860","Lab. de Computo","Hardware","6/23/2021","2","S/N","","","0"
"4861","Direccion de Carrera","Hardware","6/22/2021","1","S/N","","","0"
"4862","Lab. de Hidraulica","Hardware","6/23/2021","3","17371","","10",""
"4863","Externo","Software","6/28/2021","1","17372","30","",""
"4864","Agroquimico CTA","Hardware","6/30/2021","1","17373","","15",""
"4865","Externo","Software","7/2/2021","1","17374","70","",""
"4866","Agroquimico CTA","Software","7/8/2021","1","17379","","20",""
"4867","Externo","Software","7/12/2021","1","17380","30","",""
"4868","Agroquimico CTA","Software","7/12/2021","1","17381","","40",""
"4869","Agroquimico CTA","Software","7/6/2021","1","17376","","30",""
"4870","Externo","Hardware","7/5/2021","2","17375","10","",""
"4871","Secretaria Informatica y Sistemas ","Hardware","7/5/2021","1","S/N","","","0"
"4872","Decanato","Hardware","7/8/2021","1","17378","","80",""
"4873","Externo","Software","7/12/2021","1","17383","50","",""
"4874","Agroquimico CTA","Hardware","7/12/2021","1","17382","","30",""
"4875","Externo","Hardware","7/13/2021","1","17384","50","",""
"4876","Lab. de Computo","Hardware","7/13/2021","2","S/N","","","0"
"4877","Laboratorio de Chagas","Hardware","7/21/2021","1","17394","","100",""
"4878","Agroquimico CTA","Hardware","7/16/2021","1","17385","","50",""
"4879","Agroquimico CTA","Hardware","7/16/2021","3","17386","","50",""
"4880","Decanato","Hardware","7/19/2021","1","17387","","50",""
"4881","Agroquimico CTA","Hardware","7/19/2021","1","17388","","50",""
"4882","Agroquimico CTA","Hardware","7/19/2021","1","17389","","15",""
"4883","Posgrado de Tecnologia(Externo)","Hardware","7/22/2021","1","17397","15","",""
"4884","Agroquimico CTA","Hardware","1/21/2021","3","17391","","50",""
"4885","Agroquimico CTA","Hardware","7/26/2021","3","17399","","50",""
"4886","Instituto de Investigacion","Hardware","7/21/2021","1","17393","","30",""
"4887","Instituto de Investigacion","Hardware","7/22/2021","1","17396","","30",""
"4888","Instituto de Investigacion","Hardware","7/22/2021","1","17395","","100",""
"4889","Instituto de Investigacion","Hardware","7/22/2021","1","17398","","100",""
"4890","Externo","Hardware","7/28/2021","1","18103","10","",""
"4891","Agroquimico CTA","Hardware","7/26/2021","1","17400","","15",""
"4892","Externo","Hardware","7/27/2021","1","18102","60","",""
"4893","Oficina Educativa","Hardware","7/27/2021","1","18101","","65",""
"4894","Lab. de Computo","Hardware","8/2/2021","2","S/N","","","0"
"4895","Agroquimico CTA","Hardware","7/28/2021","1","18104","","15",""
"4896","Dpto. de Fisica","Hardware","8/2/2021","1","18107","","10",""
"4897","Laboratorio de Chagas","Hardware","8/2/2021","2","18106","","50",""
"4898","Externo","Software","8/17/2021","1","18108","50","",""
"4899","Externo","Software","8/17/2021","1","18109","10","",""
"4900","Administracion de Laboratorios ","Hardware","8/27/2021","3","S/N","","","0"
"4901","Lab. de Computo","Hardware","8/20/2021","1","S/N","","","0"
"4902","Centro de Biotecnología ","Hardware","8/23/2021","1","18110","","20",""
"4903","Externo","Software","8/25/2021","2","18112","60","",""
"4904","Oficina Educativa","Hardware","8/23/2021","1","18111","","50",""
"4905","Externo","Software","8/26/2021","3","18116","60","",""
"4906","Centro de Biotecnología ","Hardware","8/25/2021","1","18113","","100",""
"4907","Externo","Software","8/25/2021","1","18114","10","",""
"4908","Externo","Hardware","8/25/2021","1","18115","15","",""
"4909","Externo","Hardware","8/26/2021","3","18117","60","",""
"4910","Administracion de Laboratorios ","Hardware","8/27/2021","2","S/N","","","0"
"4911","Lab. de Computo","Hardware","8/27/2021","1","S/N","","","0"
"4912","Lab. de Computo","Hardware","9/1/2021","1","S/N","","","0"
"4913","Centro de Alimentos","Software","8/31/2021","1","18118","","10",""
"4914","Centro de Alimentos","Software","8/31/2021","1","18120","","15",""
"4915","Agroquimico CTA","Hardware","9/1/2021","2","18121","","15",""
"4916","Externo","Hardware","9/2/2021","1","18122","60","",""
"4917","Agroquimico CTA","Hardware","9/3/2021","3","18123","","60",""
"4918","Lab. de Computo","Software","9/8/2021","1","S/N","","","0"
"4919","Depto. de Quimica","Hardware","9/3/2021","2","18124","","60",""
"4920","Depto. de Quimica","Hardware","9/6/2021","1","18126","","30",""
"4921","Depto. de Quimica","Hardware","9/6/2021","1","18125","","100",""
"4922","Centro de Alimentos","Software","9/6/2021","1","18127","","10",""
"4923","Depto. de Quimica","Software","9/10/2021","1","18131","","60",""
"4924","Externo","Software","9/9/2021","1","18128","10","",""
"4925","Externo","Software","9/9/2021","1","18129","10","",""
"4926","Externo","Software","9/9/2021","1","18130","10","",""
"4927","Secretaria Informatica y Sistemas ","Hardware","9/9/2021","1","S/N","","","0"
"4928","Carrera Biologia","Hardware","9/10/2021","1","18132","","50",""
"4929","Externo","Software","9/10/2021","2","18133","50","",""
"4930","Externo","Hardware","9/17/2021","3","18143","120","",""
"4931","Externo","Software","9/13/2021","1","18134","10","",""
"4932","Externo","Software","9/13/2021","1","18135","10","",""
"4933","Externo","Software","9/13/2021","1","18137","20","",""
"4934","Externo","Software","9/13/2021","2","18138","10","",""
"4935","Externo","Software","9/13/2021","1","18136","10","",""
"4936","Externo","Hardware","9/16/2021","1","18140","70","",""
"4937","Externo","Software","9/16/2021","1","18139","50","",""
"4938","Secretaria Administrativa","Hardware","9/17/2021","1","S/N","","0",""
"4939","Externo","Software","9/17/2021","1","18141","10","",""
"4940","Agroquimico CTA","Software","9/20/2021","1","18144","","10",""
"4941","Externo","Hardware","9/23/2021","1","18145","30","",""
"4942","Externo","Software","9/22/2021","3","18146","30","",""
"4943","Externo","Software","9/22/2021","1","18147","10","",""
"4944","Externo","Software","9/22/2021","3","18148","25","",""
"4945","Externo","Software","9/23/2021","1","18149","10","",""
"4946","Externo","Software","9/27/2021","1","18150","30","",""
"4947","Externo","Hardware","9/30/2021","1","19101","30","",""
"4948","Externo","Software","10/1/2021","1","19102","10","",""
"4949","Externo","Software","10/4/2021","1","19104","10","",""
"4950","Externo","Software","10/4/2021","2","19103","10","",""
"4951","administracion de Laboratorios ","Hardware","10/6/2021","1","S/N","","","0"
"4952","Dpto. de Fisica","Hardware","10/8/2021","1","19106","","100",""
"4953","administracion de Laboratorios ","Hardware","10/7/2021","1","S/N","","","0"
"4954","Externo","Hardware","10/8/2021","1","19105","100","",""
"4955","Externo","Software","10/11/2021","1","19108","10","",""
"4956","Externo","Software","10/11/2021","1","19107","10","",""
"4957","Carrera Ingenieria Civil","Hardware","10/14/2021","1","19109","","80",""
"4958","Lab. de Hidraulica","Hardware","10/15/2021","1","19110","","100",""
"4959","Centro de Alimentos","Software","10/15/2021","1","19112","","20",""
"4960","Centro de Alimentos","Software","10/15/2021","1","19111","","20",""
"4961","Instituto de Investigacion","Software","10/15/2021","1","19113","","20",""
"4962","Instituto de Investigacion","Software","10/15/2021","1","19114","","10",""
"4963","Agroquimico CTA","Software","10/22/2021","3","19117","","25",""
"4964","Centro de Alimentos","Hardware","10/22/2021","3","19116","","70",""
"4965","Externo","Software","10/22/2021","1","19115","10","",""
"4966","Externo","Hardware","10/22/2021","1","19119","60","",""
"4967","Centro de Aguas","Hardware","10/22/2021","1","19118","","60",""
"4968","Externo","Software","10/25/2021","1","19120","10","",""
"4969","Externo","Software","10/26/2021","1","19121","10","",""
"4970","Decanato","Hardware","10/26/2021","1","19122","","30",""
"4971","Decanato","Hardware","10/27/2021","1","19123","","60",""
"4972","Direccion Academica","Hardware","10/28/2021","3","19124","","30",""
"4973","Lab. de Desarrollo de Software","Hardware","11/30/2021","1","S/N","","","0"
"4974","Kardex","Hardware","11/10/2021","1","192125","","50",""
"4975","Servicio de Educacion","Hardware","11/10/2021","3","192126","","",""
"4976","Lab. de Computo","Hardware","11/12/2021","1","S/N","","","0"
"4977","Biblioteca FCYT","Hardware","11/16/2021","1","19127","","50",""
"4978","Biblioteca FCYT","Hardware","11/16/2021","1","19127","","50",""
"4979","Biblioteca FCYT","Hardware","11/16/2021","3","19127","","50",""
"4980","Biblioteca FCYT","Hardware","11/16/2021","1","19127","","50",""
"4981","Biblioteca FCYT","Hardware","11/16/2021","1","19127","","50",""
"4982","Biblioteca FCYT","Hardware","11/16/2021","1","19127","","50",""
"4983","Biblioteca FCYT","Hardware","11/16/2021","1","19127","","100",""
"4984","Biblioteca FCYT","Hardware","11/16/2021","2","19127","","10",""
"4985","Oficina Educativa","Hardware","11/17/2021","1","19129","","70",""
"4986","Externo","Software","11/17/2021","1","19128","10","",""
"4987","Limnologia","Hardware","11/19/2021","1","19131","","100",""
"4988","Centro de Alimentos","Hardware","11/19/2021","1","19130","","50",""
"4989","Externo","Hardware","11/23/2021","1","19132","100","",""
"4990","Laboratorio de Hidraulica","Hardware","11/23/2021","1","19133","","10",""
"4991","Agroquimico CTA","Hardware","11/29/2021","1","19135","","530",""
"4992","Dpto. de Fisica","Hardware","11/26/2021","3","19134","","5",""
"4993","Dpto. de Fisica","Hardware","11/26/2021","1","19134","","5",""
"4994","Dpto. de Fisica","Hardware","11/26/2021","1","19134","","5",""
"4995","Dpto. de Fisica","Hardware","11/26/2021","1","19134","","5",""
"4996","Dpto. de Fisica","Hardware","11/26/2021","1","19134","","5",""
"4997","Alimentos","Hardware","11/30/2021","1","19136","","60",""
"4998","Externo","Software","12/1/2021","1","19137","10","",""
"4999","Lab. de Computo","Hardware","12/3/2021","1","S/N","","","0"
"5000","Lab. de Computo","Hardware","12/3/2021","1","S/N","","","0"
"5001","Departamento de Mecanica","Hardware","12/6/2021","1","19138","","50",""
"5002","Dpto. de Industrial","Hardware","12/7/2021","1","19139","","260",""
"5003","Externo","Hardware","12/8/2021","1","19140","30","",""
"5004","Agroquimico CTA","Software","12/10/2021","1","19141","","300",""
"5005","Agroquimico CTA","Software","12/10/2021","1","19141","","300",""
"5006","Externo","Software","12/14/2021","1","19143","60","",""
"5007","Externo","Hardware","12/14/2021","2","19142","70","",""
"5008","Instituto de Investigacion","Software","12/16/2021","1","19144","","20",""
"5009","Centro de Alimentos ","Software","12/20/2021","3","19146","","60",""
"5010","Externo","Hardware","12/21/2021","1","19147","60","",""
"5011","Externo","Software","12/23/2021","1","19148","10","",""
"5012","Carrera de Industrial","Hardware","12/28/2021","2","19149","","30",""
"5013","Externo","Hardware","12/30/2021","3","19150","30","",""
"5014","Lab. de Mantenimiento","Hardware","12/31/2021","1","S/N","","","0"
"5015","Secretaria Administrativa","Hardware","12/5/2021","1","19907","","25",""
"5016","Almacenes","Hardware","3/14/2022","1","901","","25",""
"5017","Instituto de investigacion","Hardware","3/11/2022","1","902","","25",""
"5018","Centro de biotecnologia","Hardware","3/15/2022","1","904","","30",""
"5019","Instituto de investigacion","Hardware","3/16/2022","1","S/N","","30",""
"5020","Direccion Carrera Sistemas","Hardware","3/17/2022","1","S/N","","","90"
"5021","Instituto de investigacion","Hardware","3/21/2022","3","S/N","","50",""
"5022","Instituto de investigacion","Hardware","3/21/2022","1","S/N","","50",""
"5023","Externo","Software","3/21/2022","1","906","10","",""
"5024","Externo","Software","3/22/2022","1","907","10","",""
"5025","Externo","Software","3/22/2022","2","908","10","",""
"5026","Externo","Software","3/22/2022","1","909","10","",""
"5027","Externo","Software","3/22/2022","3","911","10","",""
"5028","Centro de tecnologia agroindustrial","Hardware","3/23/2022","1","914","","110",""
"5029","Instituto de investigacion","Hardware","3/23/2022","3","913","","30",""
"5030","Externo","Hardware","3/23/2022","1","912","25","",""
"5031","Externo","Hardware","3/23/2022","1","910","50","",""
"5032","Externo","Hardware","3/23/2022","1","915","20","",""
"5033","Externo","Hardware","3/25/2022","3","S/N","10","",""
"5034","Externo","Software","3/28/2022","1","916","10","",""
"5035","Alimentos","Software","3/28/2022","1","917","","10",""
"5036","Externo","Software","3/28/2022","1","918","10","",""
"5037","Externo","Software","3/28/2022","1","919","10","",""
"5038","Externo","Software","3/29/2022","1","920","10","",""
"5039","Departamento de fisica","Hardware","3/29/2022","1","921","","40",""
"5040","Externo","Software","3/30/2022","1","922","10","",""
"5042","Externo","Hardware","3/30/2022","1","923","30","",""
"5043","Departamento Informatica Sistemas","Hardware","4/1/2022","1","S/N","","","25"
